timestamp,precio,market_cap,total_volumen
2021-03-24,1673.8591835627929,192388701720.41965,28758919428.479744
2021-03-25,1581.631055931366,183005042939.6772,38413713634.36278
2021-03-26,1587.2979641585232,182810172113.94278,26325124557.630264
2021-03-27,1700.3668693581185,195511706252.9431,24804294373.644676
2021-03-28,1713.8378756834459,197943394049.89084,21118379279.876865
2021-03-29,1689.0367982059097,194647792269.71985,19859272131.74501
2021-03-30,1817.626388088868,209088522651.80023,32618518751.6075
2021-03-31,1840.294951985396,212080597430.12268,28496809577.711266
2021-04-01,1915.8325358462234,221210690537.73203,28955571443.672318
2021-04-02,1970.4711995232753,227187483748.8278,32076778812.4586
2021-04-03,2134.101788297294,246446284273.69153,35467665330.67185
2021-04-04,2016.6672472930366,233519912234.63,34872897876.651085
2021-04-05,2077.755212422407,239721240194.1402,26817722961.480415
2021-04-06,2097.7963827792596,242118495324.83636,30867393925.630993
2021-04-07,2115.0554517461082,244306254505.299,33391498272.783157
2021-04-08,1989.1480619041722,229324263726.26553,39604003543.54452
2021-04-09,2081.3540625398964,240116470865.16214,27145394978.191498
2021-04-10,2069.6677960855295,238825167325.68292,25076796421.07279
2021-04-11,2142.7960653929085,246336623343.47812,32243242817.777157
2021-04-12,2150.2651427927744,247431817683.18906,25369863410.044476
2021-04-13,2142.476275865736,247289165411.20078,29096213677.73583
2021-04-14,2304.3435163110134,265314823430.1463,35760747636.05728
2021-04-15,2429.6615277515734,281118122172.12756,43351853140.30176
2021-04-16,2514.1684155812304,290591950682.4659,37106765660.11614
2021-04-17,2424.5538447081194,280617563098.8275,43982805217.511246
2021-04-18,2345.266962776132,271060261616.9552,35627176091.57985
2021-04-19,2245.7607533508544,259329079995.44214,61890227351.97623
2021-04-20,2168.032726735651,251090482814.8267,40335730705.29044
2021-04-21,2324.2846872281943,269456185695.19864,44737302423.76558
2021-04-22,2373.501344298211,274296843910.20834,43726884251.94589
2021-04-23,2426.0711497906045,280712855517.3182,63343308067.3157
2021-04-24,2364.2312036020908,273323480799.64493,69126869461.51704
2021-04-25,2212.8437976342047,258340689899.58817,35640594314.43296
2021-04-26,2307.35532084471,266776799157.93356,36744402576.60037
2021-04-27,2532.3868028851084,292829223558.3116,42791797037.03227
2021-04-28,2647.158189660288,306136280873.3804,37611597877.629944
2021-04-29,2748.7845851218613,317353332381.2044,42878743228.1645
2021-04-30,2757.497552304977,318971242360.58826,38536865198.32878
2021-05-01,2776.70371169874,321155845972.33514,35477884578.62226
2021-05-02,2944.9169473185057,340730211563.77893,36721647718.00421
2021-05-03,2953.2973480804735,341953594507.36664,35727432415.51426
2021-05-04,3439.8550695192603,398258027094.341,64192650586.42862
2021-05-05,3245.663148933579,380565712269.779,78437235045.70189
2021-05-06,3524.562728476055,409191426695.66266,63552342594.19045
2021-05-07,3495.0758690360576,405355930465.5294,50430169752.9615
2021-05-08,3493.534500000208,404284565609.95483,44980768421.369
2021-05-09,3912.7429165968124,450716254202.56744,60174921874.24125
2021-05-10,3932.754068170969,455448294000.9345,61625657297.19764
2021-05-11,3979.6086519212827,461040789541.05756,80827215917.6633
2021-05-12,4182.790285752286,481380994613.09344,67869198116.36811
2021-05-13,3906.108903329409,465647015108.638,78772032254.80873
2021-05-14,3750.3415950592753,431105320829.47766,97383442023.26581
2021-05-15,4088.73170832043,473724804234.6842,63587729060.25979
2021-05-16,3659.9218442136184,425715131137.06134,58150860876.149025
2021-05-17,3602.0048969299023,414265118099.5364,67531308123.83328
2021-05-18,3288.2298872378637,381161976477.9278,75100584775.8453
2021-05-19,3399.0492796569383,390227141901.1161,59160464538.280525
2021-05-20,2505.014945945662,295232973801.7795,117905041184.06494
2021-05-21,2778.279660560299,322162621074.79614,92538167827.51727
2021-05-22,2419.1032171150196,279623071718.589,115000901891.803
2021-05-23,2306.371266867117,268503273693.00333,102524751568.4531
2021-05-24,2120.0373745099428,244070264760.92874,77839858613.53922
2021-05-25,2640.1596323488234,306046123107.58295,73496058830.83229
2021-05-26,2695.4778071496326,312566215516.573,92468701273.98392
2021-05-27,2882.483407624011,334435114557.1313,53115222704.62064
2021-05-28,2742.990862697615,319404492002.5219,44070236220.034096
2021-05-29,2433.328865728611,282228507934.91974,49493519120.23643
2021-05-30,2294.626285512794,268672927561.12476,47141249182.27268
2021-05-31,2395.8532280027384,278270782653.56213,37392021393.940125
2021-06-01,2708.429865793973,314463232386.7883,44445830387.932175
2021-06-02,2632.6565998696506,306488816882.1444,39898648753.4186
2021-06-03,2717.1540367097723,315313344228.8267,39148856525.29615
2021-06-04,2858.27670209791,333964598115.05035,38104663185.40115
2021-06-05,2694.4976666790503,312991097366.8545,39996583175.266685
2021-06-06,2624.7689150594238,302743417251.8253,34731979704.601685
2021-06-07,2711.5479390111605,315044778229.29706,29050162248.93885
2021-06-08,2580.5355800598445,299857516850.1987,37385872210.25046
2021-06-09,2528.022300878691,294068580258.7281,48344195673.521126
2021-06-10,2620.6253893038547,304761367058.1624,43973432438.082634
2021-06-11,2486.600068788676,289444120869.42664,33075957436.760677
2021-06-12,2356.6347741896757,272748408238.43475,26751786966.47868
2021-06-13,2379.991747950219,278223731471.048,28235882061.70689
2021-06-14,2517.771695525423,292767118262.08405,29382118964.283043
2021-06-15,2587.381610979154,300405113218.4146,28128172338.347244
2021-06-16,2561.1883309320033,298324322330.12646,26803957680.025055
2021-06-17,2365.872786190649,274666655404.67456,26150320394.527775
2021-06-18,2380.744519633922,275415199641.5411,25708624827.013702
2021-06-19,2231.554315497782,260039646334.19235,26204484920.993828
2021-06-20,2176.308536317709,253396709038.79898,20456963374.959637
2021-06-21,2251.5605593660407,261478202409.18997,26235850446.54907
2021-06-22,1900.1222998935382,223202708788.72086,39499960407.7835
2021-06-23,1875.3576944712033,216876757208.59253,38755019936.85197
2021-06-24,1971.1059779809414,229518675836.76538,28098744044.509525
2021-06-25,1990.0761511910587,231644258719.40115,22447489241.67468
2021-06-26,1833.4631609981645,213871849531.6296,25981381067.41728
2021-06-27,1817.047665540675,209989265221.48502,24249510320.705112
2021-06-28,1973.9268648383472,229354016311.0035,24316408028.131123
2021-06-29,2087.5187237874175,243040539437.43396,30629329805.72042
2021-06-30,2169.400067865984,253607549372.41992,27149143846.958942
2021-07-01,2279.354161419647,265951575833.03497,29046221905.503418
2021-07-02,2121.657900633364,247210647940.18707,25874247678.48856
2021-07-03,2157.880584866453,250754468066.2188,22869223901.008
2021-07-04,2228.532398568573,259079167729.78622,19954299562.699074
2021-07-05,2329.004750998825,271472550895.4458,21119209512.99698
2021-07-06,2217.3018530598792,258719784082.81683,22592756940.415127
2021-07-07,2320.6549288317,270697947572.19247,24748897613.709663
2021-07-08,2317.23694270242,270116728160.1227,23352988376.91004
2021-07-09,2126.4424673902267,248124573571.6789,24133566100.864506
2021-07-10,2156.5809569525845,251611015863.3228,22262234450.01033
2021-07-11,2123.0585974934124,247860822594.06396,18091111748.440804
2021-07-12,2144.0142572722566,250027222000.60455,14249909363.131065
2021-07-13,2042.4991866143628,238086643137.17004,16403901753.797194
2021-07-14,1944.3950166372085,227135827760.92883,18210922217.703205
2021-07-15,1997.6633136705987,232939479730.00745,20007437042.5854
2021-07-16,1910.7269516309964,223534356736.75906,17978198759.76909
2021-07-17,1874.2002496808186,218477848474.5608,17448403933.724445
2021-07-18,1899.8427500663568,221838551362.95905,14920352990.216908
2021-07-19,1905.723382843169,222305469349.28598,15355055465.803198
2021-07-20,1824.929392091902,214106247241.3399,15768554506.425838
2021-07-21,1794.973425186835,209392844466.0158,20634025154.91444
2021-07-22,2003.7239214521073,233005814487.5354,25849497421.028152
2021-07-23,2027.5334479167045,236554595198.76672,21655718476.41885
2021-07-24,2117.154607794504,247068794868.14566,20760571836.05241
2021-07-25,2183.627414557696,255023351844.8617,19333415460.111233
2021-07-26,2209.4993601030114,258067996305.1722,16557827418.503304
2021-07-27,2230.212067673471,261543645427.02673,35197538271.146904
2021-07-28,2292.579636803809,267339757878.51932,28862032737.553215
2021-07-29,2299.689405936291,268838784855.6686,23171592869.594303
2021-07-30,2383.443259961735,278785893426.22424,18266719970.961597
2021-07-31,2462.3999826480103,287344044145.01373,24040211451.365524
2021-08-01,2541.674599365905,297505707149.10004,21579519281.279892
2021-08-02,2555.408178513038,297290528238.90314,25689002090.279446
2021-08-03,2611.6730699481845,306483554365.1923,26664958251.58228
2021-08-04,2521.268474889094,294760000421.45154,26304380467.43418
2021-08-05,2724.5322427136302,319613239659.44226,29356647318.25012
2021-08-06,2821.649692746136,330223699956.3277,37970347683.56547
2021-08-07,2888.7322742752317,337961452767.8669,30876444992.275696
2021-08-08,3151.2175169176753,368235028077.73975,38870720439.186905
2021-08-09,3012.3085592702105,352872000029.7298,34209269717.32262
2021-08-10,3163.0646551948857,363242219000.13837,38510599666.551865
2021-08-11,3147.842995401753,368146417310.3951,30456934757.02111
2021-08-12,3166.6472179679286,371120421692.36896,28540625893.874588
2021-08-13,3048.4126816864195,356667351344.9034,28111908833.730755
2021-08-14,3323.19799054098,387650495386.42346,25989682658.6423
2021-08-15,3268.5481770314927,383333523376.4307,21723717067.76398
2021-08-16,3309.7549104132368,387075388591.617,24412292890.901497
2021-08-17,3153.583683763619,369733082268.3038,25922917846.046463
2021-08-18,3007.1440271712713,354390048289.18036,28303010380.704197
2021-08-19,3037.230251196439,357527359807.9584,23192419118.647858
2021-08-20,3144.8184367851927,360685430760.7975,20590444717.44903
2021-08-21,3276.9698366433354,383483277312.2806,22079051284.799744
2021-08-22,3224.0004601521537,378500212583.48236,19339185909.36738
2021-08-23,3243.4863583537394,380718215752.5816,17023426890.400778
2021-08-24,3320.4091697810586,389578100858.59686,22119621924.56181
2021-08-25,3177.6637963046905,373455291323.226,23531754575.679913
2021-08-26,3231.4414517287996,378980836224.52765,20438475652.044525
2021-08-27,3122.971797237849,367860898491.3749,18755498273.80065
2021-08-28,3267.539434750998,383644799228.1656,18470749435.075993
2021-08-29,3245.430222387629,380750077080.94684,13957284069.585827
2021-08-30,3233.383151693551,378786220548.79956,14110206249.483368
2021-08-31,3232.7338632854617,378977088509.6317,21741061738.593838
2021-09-01,3440.5623358869034,403657783560.1046,32201644522.644287
2021-09-02,3790.6139962215557,444243407062.371,34465100677.998825
2021-09-03,3793.3007433464186,444936758974.6008,28115776510.367878
2021-09-04,3936.1633916244464,462019852288.094,30463347266.426533
2021-09-05,3894.937511605067,456929768632.2518,24002848309.4245
2021-09-06,3950.270344526561,463973074693.0737,19760598542.300426
2021-09-07,3943.256785301908,463012228435.44434,20190616165.855145
2021-09-08,3440.3417568365676,404516339491.4938,42541561062.44531
2021-09-09,3496.859022996073,413866162089.43915,34175479497.51584
2021-09-10,3435.97993265133,403936419964.8866,25796050344.025276
2021-09-11,3209.915696090501,376789025177.2447,24111446202.204918
2021-09-12,3268.1041621348804,383321475836.21576,19742335705.039883
2021-09-13,3417.839366766938,402834673220.724,18149841767.144417
2021-09-14,3301.186776828727,387934440817.1596,25897933725.98018
2021-09-15,3425.2508733748823,402557959131.82196,21080767347.82575
2021-09-16,3595.9625714292315,421477522819.9356,18985547836.191357
2021-09-17,3573.3075160249905,419510540250.7301,22391476966.877094
2021-09-18,3412.177182421673,401297385415.4547,19039612529.444134
2021-09-19,3427.58426153173,403306688199.6298,16278153590.132133
2021-09-20,3335.884886514119,392513622186.47833,14500103698.494116
2021-09-21,2977.3226793404747,348966852277.93604,28477674119.56528
2021-09-22,2744.1109995297,322261202754.7664,32062935710.168865
2021-09-23,3074.119761245824,359840797180.9415,27084409011.05875
2021-09-24,3159.269865581771,371681653192.37537,19536554032.084408
2021-09-25,2930.7427060738946,349627373001.0197,28504692815.75815
2021-09-26,2946.9708461401983,347010586155.9232,22533679023.57236
2021-09-27,3063.31634471348,359680654321.7558,24916718280.69273
2021-09-28,2939.742282853775,346015184170.8788,20890327693.72457
2021-09-29,2798.9844172601042,330646942649.06793,18975426962.499523
2021-09-30,2855.6117305265157,335476370747.3378,17522543131.581055
2021-10-01,3013.4932320320772,355017980604.5097,19400423828.622337
2021-10-02,3305.107041443724,388950236002.1381,24368105704.246353
2021-10-03,3393.9242492696653,399455864987.66345,21335051735.331825
2021-10-04,3426.387080851377,403971441903.55585,18130363405.685154
2021-10-05,3390.310407759615,400955543856.1877,19898468513.475533
2021-10-06,3520.3422566393974,415494260964.53455,19024921944.49268
2021-10-07,3592.1761295000256,423560000564.3804,24709364134.235626
2021-10-08,3594.918357967647,423610266229.8694,21186801824.571068
2021-10-09,3558.549577083409,419918377734.5956,18144469093.779636
2021-10-10,3588.0809215501645,421836191767.0316,13815631715.44782
2021-10-11,3431.0193069150096,404765054558.19244,18106607784.26291
2021-10-12,3537.840087124068,415159189478.8265,20424407322.58066
2021-10-13,3498.1052921206597,412579624206.76843,20207646949.24054
2021-10-14,3605.6503342981764,425077639326.6074,18300885349.637314
2021-10-15,3794.516888224821,447060207235.15424,21679175672.91577
2021-10-16,3885.641764529699,457796523350.2234,23144188055.382
2021-10-17,3854.498461449342,453064999520.12646,18154520779.65643
2021-10-18,3854.223686940845,453191180361.09015,17263171427.44574
2021-10-19,3752.61872738495,443346920004.58325,18931081929.44796
2021-10-20,3884.5872952429017,457653555321.406,17449609317.97657
2021-10-21,4170.107932886265,491589810670.4509,21926381355.419468
2021-10-22,4074.8601575202883,481528471021.37964,50122173541.0596
2021-10-23,3990.711976433473,471642481174.71185,21674013294.746418
2021-10-24,4179.44229816945,493125402509.4343,16499701301.345774
2021-10-25,4094.9389934187225,482164548780.28937,16494229912.456104
2021-10-26,4230.208371594039,499491060520.2567,17031857290.344103
2021-10-27,4152.570288731245,489450382752.54156,18925943956.175625
2021-10-28,3944.090861781322,466683206492.3765,28770879596.15931
2021-10-29,4288.09721878663,505970778337.4693,29989860066.02069
2021-10-30,4422.940535593754,521746545883.6817,25462638679.97447
2021-10-31,4324.6099257118785,511066583044.32874,15937401968.575453
2021-11-01,4292.04047236198,507889381626.9908,18516249996.186913
2021-11-02,4330.553151595248,511441678721.3504,19235929520.306248
2021-11-03,4596.59309058429,539884557845.201,22135519614.732147
2021-11-04,4607.699273078144,543311992233.9774,22744538221.14315
2021-11-05,4550.014435142697,534623910067.6353,19583405367.2671
2021-11-06,4494.80276090967,531116824617.7209,16182205113.440348
2021-11-07,4527.104154150622,534139628777.6332,17697965751.156593
2021-11-08,4626.6292884486975,546469946549.37506,14665949273.051767
2021-11-09,4815.004634322234,571665766496.0859,21226347241.356174
2021-11-10,4742.08091060724,560964266378.8303,20669583046.287785
2021-11-11,4641.528764849704,548699344220.5352,25152889711.576366
2021-11-12,4732.9244503493555,560226056358.6504,19048319256.420074
2021-11-13,4685.10635551733,552938385233.9376,20883749031.792934
2021-11-14,4666.498498194288,551228905630.0963,13954188613.807226
2021-11-15,4652.947394238871,546963335748.59625,13927559432.546179
2021-11-16,4583.211418759011,541673876615.1028,17939105212.670113
2021-11-17,4243.352906802173,501391963927.7868,30162258590.6919
2021-11-18,4302.804958962834,507387229348.5558,23532734478.929985
2021-11-19,3993.846595161859,472465696561.25507,23825764061.571724
2021-11-20,4317.603195646166,509116804761.8423,21398451638.777546
2021-11-21,4436.192766930451,524536655944.9339,16407598047.996004
2021-11-22,4319.361566856902,514388218179.73724,15090104727.278082
2021-11-23,4101.062876490145,485391988431.9048,21563803786.49851
2021-11-24,4355.420957796475,515843824526.39667,23393688031.318764
2021-11-25,4269.437219728043,505609296276.3257,19881953842.36485
2021-11-26,4515.843300142739,535082405000.054,20241529505.687588
2021-11-27,4048.3128440761725,479414339295.46326,29276733766.839596
2021-11-28,4084.0884856959556,483997326749.38934,16500509901.66011
2021-11-29,4290.091862536401,508385171334.4435,17408610005.868984
2021-11-30,4444.528279821561,527331112023.3339,20150915710.995937
2021-12-01,4637.121616831405,549758919636.0618,31531135168.773865
2021-12-02,4589.610617539151,544051345075.8544,27957934803.559887
2021-12-03,4519.441028028784,537814995667.8384,22586539837.216267
2021-12-04,4240.155516808957,502863051143.01685,27620915094.003757
2021-12-05,4101.656791810778,485429065737.4593,40547950440.47308
2021-12-06,4198.572874562462,497049834886.77576,25848780907.958004
2021-12-07,4347.615630598069,515778007028.56696,30676805365.753136
2021-12-08,4310.566646424531,511409310852.7245,21808603057.7599
2021-12-09,4431.540647139759,525850414062.19104,19661953642.45195
2021-12-10,4153.333310724186,494841071220.93524,22680202938.506203
2021-12-11,3918.200743402953,467266449092.32294,26799083668.888447
2021-12-12,4079.814930569866,484278596802.5053,19796149221.596004
2021-12-13,4135.841510137412,490316653455.3707,14046344322.674688
2021-12-14,3782.8952622347147,449137302105.9432,24089144863.40074
2021-12-15,3858.1644681806974,457658155854.8058,20766055169.54314
2021-12-16,4015.72254331389,476630620294.2814,26881290260.577652
2021-12-17,3971.5597663421136,471365651341.3005,19166579837.021267
2021-12-18,3886.7473617182886,462267569583.3989,23209497898.091805
2021-12-19,3966.4253516705508,471195598700.43604,18728700443.97014
2021-12-20,3928.8417238716206,467396185408.52454,15960000522.484169
2021-12-21,3950.4823919860964,471319155562.1543,21439121593.0351
2021-12-22,4036.549717813428,480570348192.474,16630181836.72027
2021-12-23,3992.5945766373156,475334762859.67194,14022344430.178228
2021-12-24,4113.529931874606,488290658809.1535,18571462177.267685
2021-12-25,4055.1173669313243,482498690510.26416,13351470832.627863
2021-12-26,4110.571870853741,488792890035.21063,11869342790.219467
2021-12-27,4075.03161894955,484795501758.7465,11815773894.02084
2021-12-28,4045.051350119327,481030381194.1921,11725230819.88359
2021-12-29,3807.3603674991996,453976220406.2239,18009599978.903225
2021-12-30,3644.405516878227,432082393736.3374,15528813680.462475
2021-12-31,3714.945456115339,441654436877.796,13445245167.227766
2022-01-01,3686.4025423019352,439790867552.76666,14298378834.359474
2022-01-02,3780.315874327848,449804685410.7303,9948120591.378103
2022-01-03,3835.3959914939574,456852400304.9327,10069690529.898535
2022-01-04,3769.4049401148714,448609586227.47644,12462872357.255108
2022-01-05,3794.908130100449,454574318762.6068,13853786397.222265
2022-01-06,3556.9062274078738,424088794962.4891,18782873941.21831
2022-01-07,3416.8260086159135,407652437129.1328,24467182063.00624
2022-01-08,3201.79457434796,381283293110.7904,24359369448.53183
2022-01-09,3101.0409016141402,369734313550.987,15966769090.792395
2022-01-10,3156.967262159481,375219467789.3698,11906478540.265388
2022-01-11,3086.7290024387257,367654760059.0176,19655314714.55994
2022-01-12,3246.413723028553,387505881839.82996,14922195360.075489
2022-01-13,3378.0358951715943,402763358249.81146,15285972614.67417
2022-01-14,3256.7588661330324,388039946028.0792,13999771252.160748
2022-01-15,3311.986061274383,394664610644.99524,12316286854.849726
2022-01-16,3331.246655159985,396899234936.6389,8659658467.059889
2022-01-17,3356.2954438590405,400232172277.67896,9002833937.226437
2022-01-18,3216.592980619574,383428420242.12994,11938682376.103683
2022-01-19,3166.4539115046164,377918294939.4783,12700158860.46528
2022-01-20,3097.0214660626802,371296193085.12195,12762451059.939085
2022-01-21,3015.588777543836,360580494818.73,13389582889.566511
2022-01-22,2564.3433423740635,306644499897.7337,29314647992.596836
2022-01-23,2407.377851608285,286799916366.57184,28250265353.796116
2022-01-24,2537.836727861043,302626363351.5348,17123741957.54585
2022-01-25,2447.831512095295,292022326101.0083,28735520619.97796
2022-01-26,2465.21922984942,293702336549.67474,16139625164.237488
2022-01-27,2470.4304120157067,295723346868.75024,21415081805.12725
2022-01-28,2411.863855325421,287829476402.6202,16482912982.01206
2022-01-29,2551.1110735194716,304305302571.33734,14326314172.126577
2022-01-30,2603.603872339056,310059710546.2545,10742621684.922014
2022-01-31,2610.1824055910874,311602914058.75037,8937393969.826124
2022-02-01,2689.2208672204492,320354563857.1168,13818587053.759966
2022-02-02,2797.434855273681,334032944115.64844,13176431108.286674
2022-02-03,2690.319739476765,321296521004.9529,13860391591.281128
2022-02-04,2667.256728215686,317503695895.34064,21844552552.403343
2022-02-05,2993.0994395135976,354558118293.0548,18766789788.28106
2022-02-06,3018.6733981571506,361600442694.43896,13036212065.007109
2022-02-07,3062.8058084507857,366038313761.43805,9025772577.382162
2022-02-08,3149.953285509783,376351043607.997,14427983727.88122
2022-02-09,3127.438106740214,374043919421.316,16856365272.811357
